“你怎么一点儿都不像快乐王子 呢？” 一位明白事理的母亲对着自己无理哭闹的小孩儿说， -
“你们怎么知道的？”刻板的校长发问道，“你们又从来没见过天使什么样 子。 -
“她不懂得跟人说话，”他说，“我担心她就是一个轻佻女子，看她风一来就摇晃的轻浮样儿。" -
“你原来一直在跟我调情啊。”他大声说， -
“那你还哭什么？”燕子问道，“你快把我浇透了。” -
“去年夏天，我在河边呆着时,两个野男孩儿，就是磨坊主的儿子，总是用石头砸我。 -
当然，他们永远别想砸到我;我们燕子飞得快着呢，躲躲石头是小事一桩；再说啦，谁都知道我们家的人身手矫捷；不过话说回来，用石头砍人总是不光彩的。 -
“我多希望能穿上新衣服参加这次盛大舞会啊。”她附和说，“我定好了在衣服上绣西番莲的；可是那个女裁缝懒死了。” -
他无论飞到哪里都听见麻雀叽叽喳喳在叫，互相交谈说：“好一位稀客呀！ ”他听了心下好不喜欢。 -
“你有什么话捎往埃及吗？”他大声说，“我马上要飞走了。” -
“你们俩不能躺在这里。”巡警厉声喝道，两个小男孩儿只好走进了雨中。 -
“我们真得发表一份告示，禁止鸟类死在这里。” -
“是我自己的。”每一个市议员都说，他们就吵了起来。 -
我上一次见到他们,他们还在争吵昵。 -
“为什么呢？真是的。”一只在一束阳光下飞舞的蝴蝶附和说。 -
“为什么呢？真是的。”一朵菊花也跟自己的邻居悄声细语地说。 -
实际上，她和大多数艺术家没有什么两样；她就是花架子，不讲一点真诚。 -
她心里只有音乐，谁都知道艺术是自私的。 -
“喔，天哪，你竟这般负情。”大学生气愤地说；他把那朵红玫瑰扔向大街,花儿正好掉进臭水沟,一辆马车的轮子从上面辗了过去。 -
“你给我听着,你这人好无礼；你以为你是谁？ -
不过是一个大学生罢了。 -
啧，我看跟宫廷大臣的侄儿根本没法儿相比，你的鞋上可有银襻子？”她从椅子上站起身，走进了住宅。 -
“你们在这里干什么？”他喊叫道,声音很霸道，孩子们赶紧跑散了。 -
“我自己的花园就是我自己的花园，”巨人说，“谁都明白这个理儿，我以后不让任何人来玩儿，我自己想怎么玩儿都行。” -
他是一个非常自私的巨人。 -
“他太自私了。”秋天说。 -
他走得很近时，他的脸色因为生气变得通红，他说：“是谁竟敢伤害你？” -
“谁竟敢伤害你？”巨人大声责问道，“快告诉我，看我拿上我的大剑，去把他砍了。” -
