随后他看见了那根高高的柱子上的塑像。 -
“怪了怪了！”他惊叫道，“这天上连一丝云彩也没有，满天的星星亮晶晶的，竟然下起雨来。 -
这欧洲北部的天气真是吓人。 -
随后又一滴水落了下来。 -
他还没有张开翅膀，第三滴水又掉了下来，他抬头一看，只见——唔！天哪, 他看见了什么？ -
“你是谁呢？ ”他问道。 -
“天哪！难道他不是一尊实心金塑像吗？” -
他们不久就要到那个了不起的国王的墓里去睡觉。 -
他被黄亚麻布裹得紧紧的，用各种香料涂过以防止腐烂。 -
他写了一封长信寄给当地报纸，谈及这件怪事。 -
大家都引用那封信里的话，因为里面尽是人们不明白的词儿。 -
河马藏在香蒲下面，门农神由坐在一个大花岗岩宝座上。 -
中午时，黄色的狮子纷纷到河边来饮水。 -
阁楼屋顶有窟窿， -
她要是给家里带不回一些钱，她父亲会打她的，她在哭泣。 -
她没有穿鞋，没有穿袜子，还光着小脑袋。 -
啄出我的另一眼睛，快去送给她，那样她父亲就不会打她了。” -
后来，天下雪了，雪后天寒地冻。 -
“我要去'死神殿'了。 -
死神是睡眠的好兄弟,不对吗？” -
这时候，雕像里面响起一种奇怪的声音，好像有什么东西破碎了。 -
这当然是天寒地冻的结果。 -
“他的脚边还有一只死鸟！”市长继续说， -
随后他们把塑像扔进炉里化掉了，市长专门召开市政会议，决定如何处理融化的铁。 -
“快去那个城市把那两件最珍贵的东西给我捡来。”上帝对他的一个天使说;天使给他拣来了那颗铅心和那只死鸟。 -
“办法倒是有的，”玫瑰树回答说,“可是那办法太可怕，我都不敢告诉你。” -
“快告诉我，”夜莺说，“我不害怕。” -
你必须给我唱歌，胸脯顶在一根玫瑰树刺上。 -
整个夜晚你都必须给我唱歌，那根刺一定会刺进你的心，你的鲜血必须流进我的叶脉里，成为我自己的血。” -
她像影子一样掠过花园，像影子一样穿过树林。 -
明月升到天空时，夜莺飞到了那棵玫瑰树上，把胸膛顶在了刺儿上。 -
然而玫瑰树大声招呼夜莺把那刺顶得更紧些。 -
“用劲顶啊，小夜莺，”玫瑰树叫喊说，“要不然天亮时这朵玫瑰花儿还培育不成呢。” -
玫瑰树大声招呼夜莺朝那刺儿靠近再靠近。 -
“快使劲靠哪，小夜莺，”玫瑰树喊叫说，“要不然玫瑰花儿还没变红天就亮了。” -
于是夜莺朝那刺儿靠得越来越狠，那刺儿终于扎住了她的心，一阵剧烈的疼痛传遍她的全身。 -
她的歌儿越来越细弱，她觉得有什么东西堵住了她的喉咙。 -
回响带着这绝唱萦绕在山间的紫色洞穴,惊醒了梦中的牧羊人； -
一天，巨人回来了。 -
他早先去拜访他的朋友、康沃尔的吃人魔去了，和吃人魔一呆就是七年。 -
于是他修建了一堵髙墙，把花园围起来，还挂上一块牌子： -
闲人莫入    违者法办 -
于是冰雹来了。 -
他穿着一身灰色服装，他吐出的气跟冰差不多。 -
他看见了什么呢? -
于是他悄悄走下楼梯，蹑手蹑脚地打开前门，走出房子，进了花园。 -
但是孩子们一看见他，吓得胆战心惊，纷纷逃跑了,花园又变成了冬天。 -
他急匆匆穿过草地，来到了那孩子身边。 -
“你是谁？”巨人问道，一种莫名的恐惧传遍他全身，他在小男孩儿面前跪下了。 -
一天早上，老河鼠从他的洞口探出头来。 -
他有一对贼亮的圆溜溜的眼睛，硬刷刷的灰胡子，尾巴长得像一截长长的黑橡皮。 -
“你们只有能够倒立在水中，才能永远岀人头地,"她不停地跟他们念叨；她经常亲自演示给他们如何掌握要领。 -
唉，要是小汉斯到这里来，看见我们暖和的火，看见我们丰富的晚餐，看见我们的大桶红葡萄酒,他也许会眼红我们呢，红眼病可是不得了的毛病，到头来会坏人本性的。 -
我是他的莫逆之交，我要时时刻刻看住他，不能眼见他受到各种诱惑。 -
“'一块板子!磨坊主说，'噫，我修补我的仓库顶正需要一块板子呢。仓库顶上那窟窿可真叫大呀，我要不赶紧堵上,里面的玉米就该淋湿了。 -
“磨坊主背着一大口袋面粉站在那里。 -
他在市场上等了不多一会儿，就把那袋面粉卖了一个好价，随后马上返回家来，因为他害怕耽误得太晚，在路上会碰上强盗。 -
“话说一天夜里，小汉斯坐在火炉边取暖，门边传来砰砰的拍门声。 -
那是一个夜黑风高的晚上，房子周围风在呜呜地吼叫，起初他以为是暴风吹得门响。 -
但是门外又响起敲门声，接着第三下，声音比前两下还震耳。 -
“门口站着磨坊主，一手提着灯笼,另一只手拄着长棍子。 -
我的小孩子从梯子上掉下来摔坏了,我得去给他请大夫来。 -
可是你必须把你的灯笼借给我用用，瞧这夜晚伸手不见五指，我害怕我会掉进深沟里。' -
“那是一场多么可怕的暴风雨啊！夜色漆黑，小汉斯几乎什么也看不见；夜风吹得人七倒八歪，小汉斯站着都困难。然而，他表现得异常勇敢，跋涉了三个多小时，终于来到大夫家，敲响了门。 -
“'谁在敲门？'大夫喊道，从卧室窗户探出头来。 -
“'马上就去!'大夫答着，让人备马,穿上大靴子，提着灯笼，走下楼来，骑上马朝磨坊主家的方向赶去，小汉斯在后面费力地跟着。 -
“但是暴风雨越来越猛烈，大雨瓢泼,小汉斯看不清自己往哪里走，也跟不上马匹。 -
最后他迷了路，在非常危险的沼泽地跌跌撞撞，不慎掉进了深窟窿里，可怜的小汉斯淹死了。 -
我以后当然会处处小心，不再送人家什么东西了。 -
“那磨坊主到底怎么样了？”河鼠问道。 -
“什么什么？”河鼠尖叫道。 -
“哎哟哟！那本来就是一件干不得的危险事情嘛，“鸭妈妈说。 -
突然，一声尖厉的干咳声传来，他们纷纷四下张望。 -
原来是捆绑在长棍子端头的目无一切的大火箭在咳嗽。 -
他只要开口说话就先咳嗽起来，把别人的注意力吸引过来。 -
这全世界再没有比我这人敏感的了，我对此深信不疑。 -
多么可怕的灾难！ -
这确实令人心碎害怕！ -
我永远都对付不了这种事。” -
认识自己的朋友可是非常危险的事情。” -
他身边有六名助手，每个助手用一根长竿子举着一支点燃的火炬。 -
这时有---个人偶然瞧见了他。 -
你认为今天下午会有雨吗？ -
我生养了六个美丽的女儿，我很担心狗鱼碰见她们。 -
狗鱼是一个十足的妖怪，拿她们当早餐吃毫不犹豫。 -
这根本就是城郊地带。 -
但是，火大没湿柴，他终于被点燃了。 -
随后他开始感到全身上下一阵奇怪的刺痛。 -
砰！砰！砰！火药炸得震天响。 -
随后他剩下的只有棍子了；棍子落在了正在水沟旁溜达的鹅的背上。 -
“天哪！”鹅大声叫道， -
“天怎么下起棍子雨了？”她赶紧跳进水里去了。 -
一点不假，他真的是被猎人们非常偶然地发现的；当时他四肢裸露，手持笛子,跟在一群山羊后面；他是那个牧羊人一手拉扯大的，一直认为自己是牧羊人的儿子。 -
又有一次，他一连数小时不知哪里去了，人们找了半天才在宫殿北边塔楼的一间小屋子找到了他，他一副神情恍惚的样子，正在细细端详一枚雕刻着阿多尼斯人像的希腊宝石。 -
他觉得他站在一间又长又矮的顶楼间，周围一片丁丁当当的织机声。 -
梭子嗖地穿过经线时，他们就把沉重的箝座提上去；梭子停下时，他们放下箝座，把线紧紧压在一起。 -
到处都是刺鼻难闻的气味。 -
商人虐待我们，我们必须对他们言听计从。 -
贫穷从我们不见阳光的小巷溜进来，瞪着饥饿的眼睛；罪恶面无表情地接踵而来。 -
他顿时感到一阵巨大的恐惧，他跟织工说：“你在织什么样的长袍？” -
年轻的国王大叫一声醒来，瞧！他在他自己的寝宫里，透过窗户他看见一轮蜜黄色明月悬在暗淡的天空。 -
他觉得他躺在一艘大帆船的甲板上,一百名奴隶在挥桨划水。 -
奴隶们赤身裸体，只缠着一块破腰布,每个人都用铁链与相邻的人拴在一起。 -
炎热的太阳火辣辣地烤着他们。 -
最后他们到达一小海湾，开始测水深。 -
三个阿拉伯人骑着野毛驴出来，向他们投掷标枪。 -
帆船船长立即拿起一张彩色弓，射中了其中一个人的喉咙。 -
他重重地摔进了浪头里，他的伙伴赶快得得得跑走了。 -
一个女人罩着黄面纱,缓缓地跟在一峰骆驼后面，时不时回过身来张望那具死尸。 -
一等他们把锚抛下，收好帆索，黑人们就到货舱里拿出一架长绳梯，上面拴着沉甸甸的铅块儿。 -
帆船船长把绳梯从船侧扔下海去，把绳梯的另一头紧紧地拴在两根铁支柱子上。 -
随后黑人们抓住奴隶中最小的一个，取掉了他的手铐，往他的鼻孔儿和耳朵眼儿灌满蜡油，在他腰间系了一块石头。 -
他下海的地方冒上来几个水泡。 -
黑人们抓过他手里的珍珠，又把他推向海中。 -
年轻的国王想开口说话，可是他的舌头好像粘在他的上顎上,嘴唇怎么也张不开。 -
两只苍鹭在船周围飞来飞去。 -
他抽搐了一阵儿，接着就一动不动了。 -
年轻的国王听了这番话，不由大叫一声，从梦中醒来；他透过窗户看见黎明那长长的灰指头，紧紧抓着隐去的星星。 -
他觉得他在一片昏暗的林子里闲荡,上挂满了奇怪的果子和美丽的毒花儿。 -
他走过时蛭蛇冲他嘶嘶直叫，鲜亮的鹦鹉叽叽喳喳在枝头飞来飞去。 -
他们像蚂蚁一样集聚在岩岸边。 -
他们在地上挖深坑，走了进去。 -
有些人用大斧头劈开岩石；另一些人在沙滩匍匐前行。 -
死亡对她说：“你手里拿着什么？” -
“给我一粒吧，”死亡说，“我把它种在花园里；只要一颗，我马上就走。” -
死亡大笑起来，拿起一个杯子，放进一个水池里，疟疾就从杯子里站立起来。 -
疟疾身后升起一股冷雾，一条条水蛇在她身旁乱跑。 -
物革旦人的山区里正在打仗，双方的国王都在召唤你呢。 -
他们以矛击盾操练过了,把铁盔戴在了头上。 -
“不，”死亡说，“你不给我一粒玉米，我就不走。 -
死亡大笑，拿起一块黑石头，扔进了森林，一片野毒芹丛里走岀身着火焰长袍的热病。 -
热病在人群中畅行无阻，见人就摸，被她摸过的人全都死掉了。 -
贪婪见了直打战，连忙往头上撒灰烬。 -
“你好冷酷，”她惊叫道， -
“不死亡回答说，“你不给我一粒玉米，我就是不走。” -
死亡又大笑起来，用手指吹响口哨,一个女人从天而降。 -
只见她额头写着“瘟疫”二字，一群精瘦的秃鹰在她身边盘旋。 -
贪婪于是尖叫着在森林里飞奔，死亡跳上她的红马，疾驰而去，奔跑得比风儿还快。 -
山谷底上的稀泥里爬岀许多龙和长着鳞片的可怕东西，豺在沙滩上跑来跑去,不时用鼻孔在空气里闻嗅。 -
年轻的国王大吃一惊，转过身来，看见一个人装扮得像香客，手里拿着一面银镜。 -
他马上脸色惨白，说：“为哪位国王？” -
他往镜子里一看，见是他自己的脸,不禁大叫一声醒了过来，耀眼的阳光照进了屋子，花园和游乐园的树上传来鸟儿的鸣叫。 -
这红宝石的心里有鲜血，这珍珠的心里是死亡。 -
可朝臣听完三个梦后彼此面面相觑,纷纷耳语说：“他一定是疯了，梦就是梦，幻觉就是幻觉，这哪儿是哪儿？ -
宫廷大臣对年轻的国王说：“陛下,我恳求你把你这些不吉利的念头统统打消掉，快把这件漂亮的皇袍穿上，把这顶皇冠戴在头上吧。 -
如果你不穿上国王的服装,那人们怎么才能知道你是一个国王呢？” -
“如果我不穿上国王服装，他们就不会知道我是国王吗？” -
小侍从见了吃了一惊，瞪起他那蓝蓝的大眼睛，微笑着跟他说：“陛下，我看你有皇袍和权杖，可你的皇冠在哪里呢？ -
年轻的国王眼里充满泪水，他在人们的窃窃私语中走过，那小侍从心下害怕,离开了他。 -
