他确实备受仰慕。 -
他的朋友六个星期前都飞往埃及去了，但他耽搁下来，因他和最美丽的芦苇相爱了。 -
“我承认她是个固守闺房，”燕子继续说，“可我喜爱到处走走，夫唱妇随，我的妻子也应该喜爱到处旅游才是。” -
在月亮光下, 他的脸美丽极了,小燕子心里油然升起怜 悯之情。 -
燕子啊，燕子啊，小燕子啊，你能把我剑柄端上的红宝石衔上送给她吗？ -
“燕子，燕子，小燕子啊，”王子说，“你愿意和我呆上一个夜晚，给我当当送信人吗？ -
“这里好冷啊，”他说，“不过我会跟你呆上一个夜晚，给你当送信的人。” -
“谢谢你，小燕子。”王子说。 -
“星星有多美啊，”他对她说，“爱情的力量又是多么美妙啊！ ” -
“我和你再呆一个夜晚吧，”燕子说，真的动了恻隐之心， -
“燕子，燕子，小燕子啊，”王子说，“快按我要求你的做吧。” -
“燕子，燕子，小燕子啊，”王子说，“快按我要求你的去做吧。” -
“你这下完全瞎了，”他说，“我就一直呆在你身边吧。”  -
“我要一直跟你在一起。”燕子说,随后就在王子脚边睡着了。 -
可怜的小燕子冻得越来越厉害，可是他不忍心离开王子，他爰他爰得刻骨铭心。 -
“我很高兴你终于要去埃及了，小燕子，”王子说，“你在这里呆得够长了；不过你一定要亲亲我的嘴唇，因为我爱你呀。” -
如果我给她带一朵红玫瑰去，我就可以把她揽在怀里，她会把头依偎在我的肩头，她的手会被我的手抓得紧紧的。 -
“世上还真有不折不扣的情种，”夜莺说， -
爰情确实是一件妙不可言的东西。 -
不过你可以去找我的兄弟,他生长在那个古老的日晷旁边，也许他会给你想要的东西。” -
可是你可以到我兄弟那里去，他生长在那个大学生的窗子底下，也许他会给你想要的东西。” -
“如果你想要一朵红玫瑰，”玫瑰树说，“你必须在月光下用音乐来孕育一朵啊，还必须用你自己的心血来染红它。 -
但是爱情比生命更可贵，比起人的心，鸟的心又算得了什么？” -
我会在月光下用音乐孕育一朵；用我自己的心血把它染红。 -
我对你别无所求，只求你做一个痴心情郎，因为爱情远比哲学更智慧------虽然哲学就够智慧了；比权力更强大---虽然权力就够强大了。 -
她不会为了别人牺牲自己。 -
你今晚要把它别在你的心口旁，我们一起跳舞时，它会告诉你我是多么爱你。” -
巨人悄悄地站在他身后，轻轻地把他拿在手里，放在了树上。 -
巨人最爱那小男孩儿，因为小男孩儿亲吻过他。 -
巨人对所有孩子都非常和蔼，可他仍一心想念他的第一个小朋友,经常说起他。 -
树的枝杈全是金色，银闪闪的果子挂在枝头，树下站着他爱恋的那个小男孩儿。 -
“不！ ”孩子回答说，“这是爱的伤痕呀。” -
忠诚的朋友(2018) -
“这也没有什么，”鸭妈妈说，“万事开头难啊，做父母的就得有耐心。” -
爱情这玩意儿好倒是好，可是友谊更胜一筹呀。 -
说实话，在世界上我最欣赏忠诚的友谊，我觉得它崇高，珍贵，胜过一切." -
“那么，请问，你认为忠诚的朋友有哪些责任呢？”附近柳树上的一只绿红雀听见了这场谈话，问道。 -
“当然我期望我的忠诚朋友对我忠诚了。” -
“很适合你听听。”绿红雀回答说;他飞下树枝，落在池岸上，开始讲忠诚朋友的故事。  -
“小汉斯有许多朋友，不过其中最忠诚的朋友是磨坊主大个子休。 -
富有的磨坊主确实对小汉斯忠诚有加，不分彼此，每次路过小汉斯的花园都会探过墙头摘一大把芳香的花草，赶上结果季节，他还会往他的口袋里装满李子和草莓。   -
这至少是我对友谊的看法，而我敢说我的看法是对的。 -
毕竟他年纪太小，你必须体谅他才是。" -
我对磨坊主喜欢得不得了。 -
“'我们在冬天经常谈到你，汉斯，'磨坊主说,'不知道你日子过得怎么样。” -
“'多亏你想着，'汉斯说，'我还以为你早把我忘了呢。' -
汉斯，‘磨坊主说，'我把我的手推车送给你好了。 -
我才把我的独轮车送给了你，你就把你的木板送给我了。 -
当然，那独轮手推车远不只值一块木板了，可是真正的友谊从来不在乎这种鸡毛蒜皮。 -
你看，既然我把手推车送给你了，我敢说你准会回报我一些花儿的。 -
我也许有不妥之处，可是本以为友谊，真正的友谊，是一点不应该跟任何私念沾边儿的。' -
小汉斯大声说，'我花园的花儿就是你的花儿。 -
“'亲爱的小汉斯，'磨坊主说，'你把这袋面粉给我背到市场上好吗？'  -
“'瞰，别这样说话，'小汉斯叫道, '我无论如何也不会不顾友情。'他跑进去戴上帽子，背上那个大袋子步履沉重地去了。 -
你一定不要在意我跟你说话心直口快。 -
要是我不是你的朋友，我才不会这样干呢。 -
真的，你要真正算得上朋友，你就宁愿讲些逆耳忠言，因为你知道你干得没错。'  -
“可怜的小汉斯正着急到他的花园去干活儿，他的花儿两天都没有浇水了，可他又不愿意拒绝磨坊主，他真是磨坊主一个忠心耿耿的朋友。 -
目前你还只是在实践友谊；总有一天你会升华的。“ -
“'我一点都不怀疑，‘磨坊主答道,'不过既然你把仓库顶修好了，那你还是回家休息为好，因为我想让你明天赶上我的羊群上山放去。“ -
“'是哪个可怜的行路人吧。'小汉斯心下说着，跑到门边开门。 -
但是大夫住得很远，这会儿的天气又这么恶劣,我一想你替我去倒是更合适。 -
'小汉斯呀，大夫。‘ -
'你有什么事吗，小汉斯？' -
王子看见新娘时，跪下一条腿，吻了新娘的手。 -
真正的爱是受熬煎，是沉默无语。 -
比如说，新娘和新郎这么年轻就彼此相爱了。 -
你应该多想想别人。 -
所谓同情就是这么回事。 -
“那你还是不哭的好。” -
“事实上，你是我见过的人中最容易动情的。” -
不过我不计较你的无知。 -
不管怎样，我都希望你在这里定居下来。” -
现在我一门心思在家务上，照顾好我的家庭。” -
“是一个像我自己一样的人。 -
“他们是我的仆人。”她回答说。 -
那位香客回答说：“看看这面镜子,你会看见他的。“ -
“我原来以为有些人生来就有帝王相呢，”他回答说，“不过也许你说的有道理。 -
“富人和穷人难道不是兄弟吗？”年轻的国王问。 -
但是谁都不敢看他的脸，只因他的脸像天使的圣容。 -
他对王后情深似海，竟至不忍心将她葬入坟墓不得再见。 -
他确实爰她爰得发疯，许多人认为当初和英格兰争夺新世界闫霸主地位的战争，他的国家一蹶不振正是因为他的这种爱。 -
他几乎不让她离开片刻；为了她，他早把一切国家大事忘在脑后，或者好像忘在脑后了；正是在这种激情支配下产生的可怕的盲目性,使他一点也没有注意到他千方百计讨她喜欢的种种繁重礼仪,反倒加重了她害的那种怪病。 -
他无论如何应该在她生日这天陪陪她。 -
她叔叔和大法庭庭长倒是更为通情达理。 -
他们无意中看见了唐•彼德罗，一下子皱起眉头，有的看上去还吓得不轻，因为就在几星期之前，唐•彼德罗以妖术罪在塞维尔吊死了他们的两个同族兄弟；好在美丽的小公主正往后仰身，她那双大蓝眼睛从扇子上方望着他们，把他们深深吸引住了，他们完全放下心来，相信像她这样可爰的人是决不会对任何人下毒手的。 -
然而，鸟儿们却喜欢他。 -
他们一点不介意小矮人的丑陋。 -
嗨，就是夜莺自己也不怎么好看呀，尽管她深夜在橘林里把歌儿唱得那么动听，有时连月亮都忍不住探下身子听几段；再说啦，他对鸟儿们一直很好：在那可怕的寒冷的冬天，树上全都没有了果实，地上冻得跟铁一样硬，狼群纷纷到城市大门口寻找食物，小矮人从来没有把他们忘记了，总是从他那少得可怜的黑面包里分出些碎渣渣给他们吃，而且只要他有一顿穷兮兮的早餐，也总是分给他们一些。 -
他非常喜欢鸟儿和蜥蜴，并且认为花儿是全世界最美妙的东西，当然不包括小公主。不过小公主已经送给他那呆美丽的白玫瑰，她爱他，这区别可大了去了。 -
他知道斑鸠在哪里筑窝，有一次捕鸟人逮住了老斑鸠，他就亲自把小斑鸠养大，并且在剪掉树梢的榆树的间隙里为他们垒了一个小鸠房。 -
他们相当温顺，每天早上都习惯在他的手上吃东西。 -
树林当然有许多看不够的好东西，她要是累了，他会为她找到一块柔软的苔薛地休息,或者索性把她抱在怀里，因为他有的是力气，尽管知道他个子不高。 -
他想看到她一个人呆在哪里,告诉她他心心念念爱着她。 -
他朝它走过去，它就过来迎他，模仿着他走的每一步，等他站住了,那妖怪也站住了。 -
它学着他的样子做。 -
门道旁神龛中睡觉的人兽神有了它那睡觉的享生兄弟，银质维纳斯站在阳光下朝和她一样可爱的维纳斯伸出手臂。 -
他突然有所醒悟，从胸前拿起那朵美丽的白玫瑰，转过身子亲吻它。 -
但是他紧紧地把她抱住不放，不让她逃走。 -
“我真的会放你走。”捕鱼的小伙子说。 -
于是美人鱼按他的要求向他作了保证，并用海民的誓言起了誓。 -
一天晚上他喊出来她，说：“小小美人鱼呀，小小美人鱼，我爱上你了。 -
让我做你的新郎吧，因为我深深爰上了你。” -
我是可以爰你的。” -
“我会把我的灵魂打发走，”他大声说，“你会成为我的新娘，我会成为你的新郎，我们会到海底一起居住,你唱过的所有歌儿再唱给我听，所有你要求的我会去做，我们的生命不会被分隔开了。” -
“快快告诉我怎么办，暖哟，我马上就办！ -
新信徒从小门往外看看，看清了来人是谁，把门栓拉开，对他说：“进来吧。” -
神父拍了拍他的胸膛，回答说：“呜呼，呜呼，你疯了，要不就是吃了什么有毒的药灵魂是人类最咼贵的部分，是上帝赐予我们的，我们应该极好地使用它。 -
人的灵魂比什么都宝贵，世间万物都没法与它相比， -
我请求你允许我像他们那样活着，他们的日子过得像花朵。 -
为了她的玉体，我放弃我的灵魂，为了她的爱，我放弃天堂。 -
她会从国王的御榻上下来，跟你走遍全世界。 -
所以我才找你来了，尽管人们说你邪恶，你不管要什么价，我都会照付的。” -
“你有什么要求？”巫婆发问，走到了他跟前。 -
“如果我告诉你方法，那你会给我什么呢？”巫婆问道，用她那双美丽的眼睛俯视着他。 -
只要告诉我怎样摆脱掉我的灵魂，我就把我所有的东西都送给你。” -
她于是伸出手，拉他到身边，把她那干燥的嘴唇贴近了他的耳边。 -
“你今夜去就是了，去了站在鹅耳栃树枝下等我,我也去那儿。 -
你就是向我要金价要银价我也会给的。 -
而你开的价是没有问题的，这只是小事一件啊。” -
突然间，一只狗在树林里叫起来，跳舞的人停了下来，双双走了过去，跪下来,亲吻那个人的手。 -
“你心里明白。”他回答说。 -
他身体里的灵魂大声喊叫他，说:“喂！我这么多年来一直同你和睦相处,一直是你的仆人。 -
这世界残酷无情，把你的心交给我带着吧。” -
“不，可我们一定要再见面。”灵魂说。 -
“也许你会需要我“ -
为什么我会需要你？”捕鱼的小伙子叫道，“不过你爱怎样就怎样吧。”他说完跳进了水中，人鱼海神吹响他们的号角，小美人鱼浮上水面与他相会，用她的双臂勾住他的脖子，亲吻他的嘴。 -
“过了一会儿，他和我搭话，问我有什么要求。 -
告诉我在哪个卧榻上，我去守着他。'我回答说。 -
“'如果葡萄酒十分上口我会和他一起喝几杯；如果葡萄酒十分苦涩，那我也会和他同杯共饮。'我回答说。 -
他回答我说：'这就是神。' -
“那个僧侣恳求我说：'大人您快把奴仆的手治好吧，我会把您引荐给神的。' -
他回答我说：'这就是神。 -
“那僧侣向我求救，说：'大人您快把奴仆的眼睛治好吧，我会把神指给你看的。' -
“爱情比智慧更好。”他大声说，“小小美人鱼爰我呀。” -
你要是跟我在一起多好啊。 -
“你要是跟我在一起真是再好不过呀。 -
我什么都不要你的，只要你手指上戴的那个小戒指。' -
属于我那一半也归你了。‘ -
“难道我们不都是一家人吗？”商人说， -
“我们不都是一个上帝造就的吗？ -
跟我走吧，我家有一间客房。” -
他吃饱喝足后，商人把他带到客房,叮嘱他睡觉歇息。 -
捕鱼的小伙子干恩万谢,亲吻商人手上的戒指，随后躺在染过的山羊毛织的毯子上。 -
“你心下明白，”他的灵魂回答说,“你心里明镜似的。 -
然而，他的灵魂没有离开他，也没有听他的话，只是跟他说：“那巫婆告诉你的那招不灵了，我不离开你，你也别想赶走我。 -
“是没有，”他的灵魂说，“可她对自己顶礼膜拜的'他'是忠诚的，她永远是'他'的仆人。” -
天亮时，捕鱼的小伙子起来对他的灵魂说：“我要捆住我的手，不按你说的话做事；我要紧闭我的嘴唇，不讲你的话,我要回到我心爱的人居住的地方去。 -
他的灵魂诱劝他说：“你心爱的人算老几，你一心要回到她的身边？ -
跟我走吧，我带你去见见她们。 -
一路上他的灵魂不断引诱他，但他不搭理，灵魂引逗他干什么坏事他都一概不从，他内心酿造的爱情力大无穷。 -
他来到海岸后把手上的绳子松开，把封嘴的封条撕去，召唤小美人鱼。 -
他把你的所有送人了，可你得不到任何回报。 -
但是灵魂这手对他不管用,他的爱情的力量强大无比。 -
这一年过去之后，灵魂自己思忖道:“我一直用邪恶引诱我的主子，可他的爱情比我强大得多。 -
我现在不妨用善良来引诱他，这手也许能让他跟我走。” -
什么是爱情，值得你费这么大劲苦撑着？” -
然而，捕鱼的小伙子置之不理，他的爱情的力量太强大了。 -
转眼第二年又过去了，捕鱼的小伙子依然孤零零地呆在那个篱笆房子里，灵魂趁着夜色又对他说：“瞧瞧！我用邪恶引诱过你，我用善良引诱过你，可你的爱情比我强大得多。 -
所以我不再引诱你了，但是我只求你让我进入你的心,这样我就像过去一样跟你在一起了。” -
“你当然可以进去，”捕鱼的小伙子说，“你在这世上闯荡而又没有心相陪的日子里，一定吃了不少苦头。 -
“可我要是能帮助你该多好啊。”捕鱼的小伙子说。 -
那双唇是冰冷的，但他亲吻它们； -
他把那双小手绕在他的脖子上，用他的手指轻触那喉咙的薄薄簧片。 -
