1	Here and there over the grass stood beautiful flowers like stars, and there were twelve peach-trees that in the springtime broke out into delicate blossoms of pink and pearl, and in the autumn bore rich fruit. 	0
2	于是，他轻手轻脚地抱起那孩子，用斗篷把孩子包裹上，免得孩子受冻，然后寻路下山，向村子走去。	8
3	于是，他轻手轻脚地抱起那孩子，用斗篷把孩子包裹上，免得孩子受冻，然后寻路下山，向村子走去。	4
4	他的同伴对他的愚蠢行为和好心肠感到很不理解。	4
5	他的同伴对他的愚蠢行为和好心肠感到很不理解。	5
6	他的同伴对他的愚蠢行为和好心肠感到很不理解。	6
7	那根光秃秃的牧羊棍儿绽开了花朵儿，素雅的百合花比珍珠还洁白。	0
8	巨人的花园总是冬天，北风、冰雹、霜和雪在树间肆意起舞。	3
9	巨人的花园总是冬天，北风、冰雹、霜和雪在树间肆意起舞。	0
10	一尊用青铜铸就的那喀索斯国雕像笑容满面，将一面打磨得亮提提的镜子举过头顶。	0
11	The Prince and Princess were leading the dance.	0
12	Surely Love is a wonderful thing.	4
13	Surely Love is a wonderful thing.	0
14	年轻的国王拽过来一枝爬上阳台的野藤，折下来，做成一个圆圈，戴在了自己的头上。	8
15	It was really only a little linnet singing outside his window, but it was so long since he had heard a bird sing in his garden that it seemed to him to be the most beautiful music in the world.	0
16	Every afternoon, when school was over, the children came and played with the Giant.	0
17	“我有许多美丽的花儿，”他说，“可是孩子们才是所有花中最美丽的花朵啊。”	4
18	“我有许多美丽的花儿，”他说，“可是孩子们才是所有花中最美丽的花朵啊。”	0
19	I am a great favourite at Court; in fact, the Prince and Princess were married yesterday in my honour.	4
20	I am a great favourite at Court; in fact, the Prince and Princess were married yesterday in my honour.	0
21	He did, though, for he was of a kindly disposition, and he made a most brilliant descent in a shower of golden rain.	0
22	Downstairs ran the Giant in great joy, and out into the garden. 	0
23	好像从他被承认的那一刻起，他就对注定会对他的生活发生重大影响的美，显示出种种古怪的激情。	0
24	好像从他被承认的那一刻起，他就对注定会对他的生活发生重大影响的美，显示出种种古怪的激情。	5
25	好像从他被承认的那一刻起，他就对注定会对他的生活发生重大影响的美，显示出种种古怪的激情。	7
26	Well, really, exclaimed a small Fire-balloon, "why not? It is a most joyful occasion.	6
27	Well, really, exclaimed a small Fire-balloon, "why not? It is a most joyful occasion.	0
28	It's quite clear that they love each other, said the little Page, "as clear as crystal!" and the King doubled his salary a second time.	4
29	It's quite clear that they love each other, said the little Page, "as clear as crystal!" and the King doubled his salary a second time.	0
30	一颗非常明亮而美丽的星星从天上掉下来了。	1
31	一颗非常明亮而美丽的星星从天上掉下来了。	6
32	一颗非常明亮而美丽的星星从天上掉下来了。	0
33	后来，潜水者最后一次从水中上来,他带上来的那颗珍珠比所有的霍尔木兹回的珍珠还漂亮，它像满月那样有模有样,比晨星还耀眼。	0
34	But I like arguments, said the Rocket.	0
35	It was certainly a magnificent display.	0
36	What a remarkable phenomenon, said the Professor of Ornithology as he was passing over the bridge.	6
37	What a remarkable phenomenon, said the Professor of Ornithology as he was passing over the bridge.	0
38	The Snow covered up the grass with her great white cloak, and the Frost painted all the trees silver. 	0
39	死亡又大笑起来，用手指吹响口哨,一个女人从天而降。	3
40	一群市民追随在他身后，大声嚷叫说：“这全世界都没有这么美的人啊！”	6
41	但是，瞧！他走过城门时，卫兵们点头哈腰向他行礼，说：“我们的君主多么美啊！”	0
42	Then the Hail stopped dancing over his head, and the North Wind ceased roaring, and a delicious perfume came to him through the open casement.	0
43	那是第二天就要举行加冕典礼的那天夜晚，年轻的国王独自坐在他的美丽的宫室里。	1
44	那是第二天就要举行加冕典礼的那天夜晚，年轻的国王独自坐在他的美丽的宫室里。	0
45	人们在十二点钟去市场时，发现巨人在他们见过的最美丽的花园里和孩子们玩耍。	0
46	他立即进了门，把那孩子塞进她的怀里；她亲过孩子，把他放在他们家最小的孩子躺着的小床上。	4
47	他的同伴们追随他，因为他漂亮，腿脚快，能跳舞，会吹奏，写曲子。	4
48	船长见状哈哈大笑，伸岀手把那颗珍珠拿起来，端详过后，他把珍珠按在额头,鞠了一躬。	0
49	How happy we are here! they cried to each other.	0
50	The last item on the programme was a grand display of fireworks, to be let off exactly at midnight.	0
51	The bride and bridegroom were to dance the Rose-dance together, and the King had promised to play the flute.	7
52	The bride and bridegroom were to dance the Rose-dance together, and the King had promised to play the flute.	0
53	他把他那棕色的髯发从额头往后梳理一下,拿起古琵琶，手指在弦上随意弹动。	0
54	高兴起来吧。	0
55	国王说：“这就是你的母亲，你用泪水清洗了她的脚。”	1
56	The only people who were pleased were the Snow and the Frost. 	0
57	他穿着漂亮的王服，站立在他们面前，风琴弹岀了乐曲，号手吹响了他们的号角，童子唱起了圣诗。	0
58	And the child smiled on the Giant, and said to him, "You let me play once in your garden, to-day you shall come with me to my garden, which is Paradise."	4
59	And the child smiled on the Giant, and said to him, "You let me play once in your garden, to-day you shall come with me to my garden, which is Paradise."	7
60	And the child smiled on the Giant, and said to him, "You let me play once in your garden, to-day you shall come with me to my garden, which is Paradise."	0
61	Good-bye a second time; I see my daughters in the distance and the little Frog swam away.	8
62	Good-bye a second time; I see my daughters in the distance and the little Frog swam away.	1
63	When she made her great public appearance she spun round nineteen times before she went out, and each time that she did so she threw into the air seven pink stars.	0
64	We have certain accomplishments, and that is more than sufficient.	8
65	It is so entrancing that everybody lies awake to listen to us.	0
66	Here you are laughing and making merry just as if the Prince and Princess had not just been married."	0
67	For the next three days everybody went about saying, "White rose, Red rose, Red rose, White rose"; and the King gave orders that the Page's salary was to be doubled.	8
68	接着冰雹停止了在头顶砰砰乱跳，北风不再呼呼吼叫,一股扑鼻的香气从开着的窗扉飘到了他跟前。	0
69	It is most gratifying to find oneself so popular.	0
70	他站在了耶稣像前，他的右手和左手都是精美的金制器皿、盛着葡萄酒的圣餐杯和盛着圣油的玻璃杯。	4
71	他站在了耶稣像前，他的右手和左手都是精美的金制器皿、盛着葡萄酒的圣餐杯和盛着圣油的玻璃杯。	0
72	那确实是一幕让人惊喜的景色。	0
73	枯干的刺儿开了花，开出的红玫瑰比红宝石还艳红。	0
74	王后对他说：“这是你曾救助过的你的亲生父亲。”	4
75	“一位远比我伟大的人为你加冕了啊！”他高声赞叹着，在年轻的国王面前跪了下来。	4
76	“一位远比我伟大的人为你加冕了啊！”他高声赞叹着，在年轻的国王面前跪了下来。	0
77	这是一幕可爱的景色，只有花园的一隅还是冬天。	1
78	这是一幕可爱的景色，只有花园的一隅还是冬天。	0
79	They used to wander round the high wall when their lessons were over, and talk about the beautiful garden inside.	0
80	但凡能摆脱宫中事务或接见下臣，他就会跑下镶满金色铜狮和明亮斑岩的大阶梯，从一间房子逛到另一间房子，从一道通廊走进另一道通廊，像一个人专心在美中寻找解痛灵,在美中寻找治病秘方。	1
81	但凡能摆脱宫中事务或接见下臣，他就会跑下镶满金色铜狮和明亮斑岩的大阶梯，从一间房子逛到另一间房子，从一道通廊走进另一道通廊，像一个人专心在美中寻找解痛灵,在美中寻找治病秘方。	8
82	Whenever we appear we excite great attention.	0
83	巨人欣喜若狂地跑下楼梯，岀了房子冲进花园。	0
84	Then there was a State Banquet, which lasted for five hours.	8
85	Then there was a State Banquet, which lasted for five hours.	0
86	Really, if it had been arranged beforehand, it could not have turned out better for him; but, Princes are always lucky."	4
87	Really, if it had been arranged beforehand, it could not have turned out better for him; but, Princes are always lucky."	0
88	那些跑掉的孩子，看出来巨人不再像过去那样坏，又都跑回来，春天也跟着孩子们来了。	0
89	雪往草地盖上了她那巨大的白色斗篷，霜把所有的树都涂上了银色。	0
90	Well, good-bye, I have enjoyed our conversation very much, I assure you."	4
91	Well, good-bye, I have enjoyed our conversation very much, I assure you."	0
92	”这块土地是自由的，”年轻的国王说，“你不是任何人的奴隶。”	7
93	”这块土地是自由的，”年轻的国王说，“你不是任何人的奴隶。”	0
94	那女人一看这两样东西就高兴得哭起来，说：“他就是我丢在森林里的小儿子呀。	0
95	The King's son was going to be married, so there were general rejoicings.	0
96	这片树林从外面看去非常漂亮，好像到处都是欢唱的鸟儿，到处都是温馨的花朵，星孩满心高兴地走了进去。	0
97	百合花比精选的珍珠还白净啊，百合花的茎比银子还纏亮。	0
98	因此还是回你的宫殿去，把紫袍穿起来，把细亚麻穿起来。	8
99	因此，快让我们的君主戴上这顶皇冠，拿上这根权杖，以我们国王的公正和慈悲来统治我们吧。”	4
100	因此，快让我们的君主戴上这顶皇冠，拿上这根权杖，以我们国王的公正和慈悲来统治我们吧。”	7
101	Good-bye, cried the Fire-balloon, as he soared away, dropping tiny blue sparks.	1
102	他们终于脱险，因此高兴得不知怎么才好，哈哈大笑起来，大地在他们看来像一朵银花，月亮则像一朵金花。	0
103	In the farthest corner of the garden was a tree quite covered with lovely white blossoms.	1
104	In the farthest corner of the garden was a tree quite covered with lovely white blossoms.	0
105	船头上坐着一个弄鲨人，不厌其烦地敲着一面鼓。	8
106	Then the Spring came, and all over the country there were little blossoms and little birds. 	0
107	What a delightful voice you have! cried the Frog.	0
108	The world is certainly very beautiful, cried a little Squib.	0
109	If they were real crackers they could not be lovelier.	0
110	星孩一看她走了，心下欢喜，赶紧去找他可以一起玩耍的小伙伴去了。	0
111	It was a magnificent ceremony, and the bride and bridegroom walked hand in hand under a canopy of purple velvet embroidered with little pearls.	0
112	He had dreamy violet eyes, and his hair was like fine gold.	0
113	他看见一幕美不胜收的景致。	0
114	他过去从来没有如此急切地,或说如此狂喜地感受到诸多美丽的东西的魔力和真谛。	0
115	花园里唯一感到高兴的人是雪和霜。	0
116	As he received no salary at all this was not of much use to him, but it was considered a great honour, and was duly published in the Court Gazette.	4
117	As he received no salary at all this was not of much use to him, but it was considered a great honour, and was duly published in the Court Gazette.	0
118	I knew I should create a great sensation, gasped the Rocket, and he went out.	0
119	I knew I should create a great sensation, gasped the Rocket, and he went out.	7
120	The Prince and Princess sat at the top of the Great Hall and drank out of a cup of clear crystal.	0
121	他一回来就看见孩子们在花园里玩耍。	0
122	This is a delightful spot, he said, "we must ask the Hail on a visit." 	0
123	He could not play about any more, so he sat in a huge armchair, and watched the children at their games, and admired his garden.	1
124	He could not play about any more, so he sat in a huge armchair, and watched the children at their games, and admired his garden.	0
125	It certainly was a marvellous sight. 	0
126	And the Giant's heart melted as he looked out.	4
127	And the Giant's heart melted as he looked out.	0
128	这乐曲在他耳际萦绕，妙不可言，他原以为一定是国王的乐师演奏着曲子走过。	0
129	She was a Russian Princess, and had driven all the way from Finland in a sledge drawn by six reindeer.	8
130	She was a Russian Princess, and had driven all the way from Finland in a sledge drawn by six reindeer.	0
131	“别说了，还是你首先对我大发善心的呀，兔子说完，转眼就跑走了。	8
132	“别说了，还是你首先对我大发善心的呀，兔子说完，转眼就跑走了。	0
133	All day long they played, and in the evening they came to the Giant to bid him good-bye.	1
134	All day long they played, and in the evening they came to the Giant to bid him good-bye.	0
135	And when the people were going to market at twelve o'clock they found the Giant playing with the children in the most beautiful garden they had ever seen.	0
136	他老婆开了门，看见她丈夫平安回到身边，便把两条胳膊缠在丈夫脖子上亲吻丈夫，接着从他背上取下那捆柴火，扫掉他靴子上的雪，要他进屋子里来。	7
137	他老婆开了门，看见她丈夫平安回到身边，便把两条胳膊缠在丈夫脖子上亲吻丈夫，接着从他背上取下那捆柴火，扫掉他靴子上的雪，要他进屋子里来。	4
138	他老婆开了门，看见她丈夫平安回到身边，便把两条胳膊缠在丈夫脖子上亲吻丈夫，接着从他背上取下那捆柴火，扫掉他靴子上的雪，要他进屋子里来。	0
139	他在幻觉中看见自己站立于大教堂高高的祭坛上，身穿华贵的龙袍，他那孩童般的嘴角露出顽皮而持久的微笑,他那黑髏黯林地般的眼睛放射岀明亮的光芒。	4
140	他在幻觉中看见自己站立于大教堂高高的祭坛上，身穿华贵的龙袍，他那孩童般的嘴角露出顽皮而持久的微笑,他那黑髏黯林地般的眼睛放射岀明亮的光芒。	0
141	Now I go in for domesticity, and look after my family.	4
142	那天下午孩子们跑进来时，发现巨人躺在那棵树下死了，身上盖满了白色的鲜花。	1
143	And when the children ran in that afternoon, they found the Giant lying dead under the tree, all covered with white blossoms.	1
144	But the Catherine Wheel shook her head.	1
145	快乐王子的眼睛里唸满了泪水，泪水正顺着他那金脸颊往下流呢。	1
146	“哎呀！我的儿，”她哭叫道，“我走之前你不吻我吗？	4
147	“哎呀！我的儿，”她哭叫道，“我走之前你不吻我吗？	1
148	It is not comfortable here, he remarked, "but no doubt it is some fashionable watering-place, and they have sent me away to recruit my health.	7
149	It is not comfortable here, he remarked, "but no doubt it is some fashionable watering-place, and they have sent me away to recruit my health.	1
150	Quite dead, whispered the Catherine Wheel, and she went off to sleep.	3
151	Quite dead, whispered the Catherine Wheel, and she went off to sleep.	1
152	He was dressed in grey, and his breath was like ice.	1
153	The Prince and Princess would never be happy again, their whole married life would be spoiled; and as for the King, I know he would not get over it.	7
154	The Prince and Princess would never be happy again, their whole married life would be spoiled; and as for the King, I know he would not get over it.	1
155	乞丐在城市里行乞，和狗一样捡食吃。	1
156	“喟啾！喟啾！喟啾！”绿红雀叽叽咕咕地唠叨着，“这大地老人冻死了，他们给她穿戴了一身白衣服准备入殓下葬了。	3
157	“喟啾！喟啾！喟啾！”绿红雀叽叽咕咕地唠叨着，“这大地老人冻死了，他们给她穿戴了一身白衣服准备入殓下葬了。	1
158	星孩对他说：“我没有带来。”	8
159	他们只好到大路上玩耍，可是路上灰尘太多，而且到处都是粗糙的石头，他们一点也不喜欢在路上玩。	5
160	他们只好到大路上玩耍，可是路上灰尘太多，而且到处都是粗糙的石头，他们一点也不喜欢在路上玩。	1
161	他到处寻找，却总找不到魔术师说的那块白金，找啊找啊，从早上找到中午，从中午找到夕阳西下。	8
162	他到处寻找，却总找不到魔术师说的那块白金，找啊找啊，从早上找到中午，从中午找到夕阳西下。	1
163	然而春天一直没有来，夏季也一直不来。	1
164	The poor children had now nowhere to play.	1
165	然而他就是追不上她；那些住在路边的人却一直否认他们见过她,或者长相像她的人，他们都拿他的悲哀寻开心。	1
166	但是那麻风病人看他来了,跑上去迎住他，跪下来大声说：“给我一点儿钱花吧，要不我就饿死了。”	7
167	但是那麻风病人看他来了,跑上去迎住他，跪下来大声说：“给我一点儿钱花吧，要不我就饿死了。”	1
168	我什么都不会给你的，她喃喃地说。	1
169	“我这花园哪儿都没有红玫瑰啊！”他感叹说，美丽的眼睛里充满了泪水,	1
170	The birds did not care to sing in it as there were no children, and the trees forgot to blossom.	1
171	微弱的日光从格子窗户映照进来，他借光看见一个个瘦削的织工们在织机前埋头忙活。	1
172	他头顶地上的尘土，抽泣不止,诚如一个心痛欲裂的人，对她说：“母亲啊，在我春风得意时我不认你。	1
173	He flew into dark lanes, and saw the white faces of starving children looking out listlessly at the black streets.	1
174	三年中他就这样在世界上寻找，这世界既没人爱他，也没人怜悯他或对他慈悲,可是这个世界正是他春风得意时为自己创造的啊。	1
175	每天他都在城堡屋顶上劈劈啪啪下三个小时，把屋顶上大多数瓦片都打破了；随后他又在花园转呀转呀，忙不迭地奔啊跑啊。	8
176	每天他都在城堡屋顶上劈劈啪啪下三个小时，把屋顶上大多数瓦片都打破了；随后他又在花园转呀转呀，忙不迭地奔啊跑啊。	1
177	Once a beautiful flower put its head out from the grass, but when it saw the notice-board it was so sorry for the children that it slipped back into the ground again, and went off to sleep.	1
178	有谁关心过咱们？	1
179	麻风病人生活在盐泽地里，居住在芦苇茅草屋里，谁都不理他们。	1
180	印度一些设防的城市里流行饥荒，撤马尔罕的水塘耗干了。	1
181	Really, when I begin to reflect on the importance of my position, I am almost moved to tears.	4
182	Really, when I begin to reflect on the importance of my position, I am almost moved to tears.	1
183	母亲啊，我过去给了你恨。	1
184	What a terrible misfortune! 	1
185	许多年过去了,巨人年纪很大很大了,身体衰老得不行。	1
186	母亲，我当初拒绝了你。	1
187	他们一脸饥饿相，瘦弱的手哆嗦个不停。	1
188	But nobody saw him.	1
189	我这件皇袍是悲伤的织机织的，是痛苦的苍白的手织的。	1
190	 For if false lips touched it, it grew grey and dull and cloudy.	1
191	True love suffers, and is silent.	4
192	True love suffers, and is silent.	1
193	太阳落山时他只好朝家的方向走去，哭得伤心极了，因为他知道什么命运在等着他。	7
194	太阳落山时他只好朝家的方向走去，哭得伤心极了，因为他知道什么命运在等着他。	1
195	Romance is a thing of the past.	4
196	Romance is a thing of the past.	1
197	Poor people, to lose their only son!	1
